0.3,18.415,5.368520619,0.3,0,0,0.3,0,0,0.3,0,0,0.3,0,0,0.3,0,0
0.300878661,20.20450687,7.158027491,0.300878661,0,0,0.300878661,0,0,0.300878661,0,0,0.300878661,0,0,0.300878661,0,0
0.301757322,21.99401375,5.368520619,0.301757322,0,0,0.301757322,0,0,0.301757322,0,0,0.301757322,0,0,0.301757322,0,0
0.302635983,21.99401375,5.368520619,0.302635983,1.15192,0.14768,0.302635983,0,0,0.302635983,0,0,0.302635983,0,0,0.302635983,0,0
0.303514644,21.99401375,5.368520619,0.303514644,0,0,0.303514644,0,0,0.303514644,0,0,0.303514644,0,0,0.303514644,0,0
0.304393305,23.78352062,3.579013746,0.304393305,0,0,0.304393305,0,0,0.304393305,0,0,0.304393305,0,0,0.304393305,0,0
0.305271967,23.78352062,3.579013746,0.305271967,0,0,0.305271967,0,0,0.305271967,0,0,0.305271967,0,0,0.305271967,0,0
0.306150628,25.57302749,5.368520619,0.306150628,0,0,0.306150628,0,0,0.306150628,0,0,0.306150628,0,0,0.306150628,0,0
0.307029289,27.36253436,3.579013746,0.307029289,0,0,0.307029289,0,0,0.307029289,0,0,0.307029289,0,0,0.307029289,0,0
0.30790795,27.36253436,3.579013746,0.30790795,1.2996,0.14768,0.30790795,0,0,0.30790795,0,0,0.30790795,0,0,0.30790795,0,0
0.308786611,27.36253436,3.579013746,0.308786611,0,0,0.308786611,0,0,0.308786611,0,0,0.308786611,0,0,0.308786611,0,0
0.309665272,29.15204124,5.368520619,0.309665272,0,0,0.309665272,0,0,0.309665272,0,0,0.309665272,0,0,0.309665272,0,0
0.310543933,30.94154811,3.579013746,0.310543933,0,0,0.310543933,0,0,0.310543933,0,0,0.310543933,0,0,0.310543933,0,0
0.311422594,30.94154811,3.579013746,0.311422594,0,0,0.311422594,0,0,0.311422594,0,0,0.311422594,0,0,0.311422594,0,0
0.312301255,32.73105498,5.368520619,0.312301255,0,0,0.312301255,0,0,0.312301255,0,0,0.312301255,0,0,0.312301255,0,0
0.313179916,32.73105498,5.368520619,0.313179916,1.37344,0.22152,0.313179916,0,0,0.313179916,0,0,0.313179916,0,0,0.313179916,0,0
0.314058577,32.73105498,5.368520619,0.314058577,0,0,0.314058577,0,0,0.314058577,0,0,0.314058577,0,0,0.314058577,0,0
0.314937238,34.52056186,3.579013746,0.314937238,0,0,0.314937238,0,0,0.314937238,0,0,0.314937238,0,0,0.314937238,0,0
0.3158159,34.52056186,3.579013746,0.3158159,0,0,0.3158159,0,0,0.3158159,0,0,0.3158159,0,0,0.3158159,0,0
0.316694561,36.31006873,5.368520619,0.316694561,0,0,0.316694561,0,0,0.316694561,0,0,0.316694561,0,0,0.316694561,0,0
0.317573222,36.31006873,5.368520619,0.317573222,0,0,0.317573222,0,0,0.317573222,0,0,0.317573222,0,0,0.317573222,0,0
0.318451883,38.0995756,3.579013746,0.318451883,1.37344,0.22152,0.318451883,0,0,0.318451883,0,0,0.318451883,0,0,0.318451883,0,0
0.319330544,39.88908247,5.368520619,0.319330544,0,0,0.319330544,0,0,0.319330544,0,0,0.319330544,0,0,0.319330544,0,0
0.320209205,39.88908247,5.368520619,0.320209205,0,0,0.320209205,0,0,0.320209205,0,0,0.320209205,0,0,0.320209205,0,0
0.321087866,41.67858935,3.579013746,0.321087866,0,0,0.321087866,0,0,0.321087866,0,0,0.321087866,0,0,0.321087866,0,0
0.321966527,41.67858935,3.579013746,0.321966527,0,0,0.321966527,0,0,0.321966527,0,0,0.321966527,0,0,0.321966527,0,0
0.322845188,43.46809622,5.368520619,0.322845188,0,0,0.322845188,0,0,0.322845188,0,0,0.322845188,0,0,0.322845188,0,0
0.323723849,43.46809622,5.368520619,0.323723849,1.37344,0.22152,0.323723849,0,0,0.323723849,0,0,0.323723849,0,0,0.323723849,0,0
0.32460251,45.25760309,3.579013746,0.32460251,0,0,0.32460251,0,0,0.32460251,0,0,0.32460251,0,0,0.32460251,0,0
