,x,y,err
0,0.0,0.192,0.07384
1,0.005219206680584551,0.192,0.07384
2,0.010438413361169102,0.192,0.07384
3,0.015657620041753653,0.192,0.07384
4,0.020876826722338204,0.192,0.07384
5,0.026096033402922755,0.192,0.07384
6,0.031315240083507306,0.192,0.07384
7,0.03653444676409186,0.192,0.07384
8,0.04175365344467641,0.192,0.07384
9,0.04697286012526096,0.192,0.07384
10,0.05219206680584551,0.192,0.07384
11,0.05741127348643006,0.192,0.07384
12,0.06263048016701461,0.192,0.07384
13,0.06784968684759916,0.192,0.07384
14,0.07306889352818371,0.192,0.07384
15,0.07828810020876827,0.192,0.07384
16,0.08350730688935282,0.192,0.07384
17,0.08872651356993737,0.192,0.07384
18,0.09394572025052192,0.192,0.07384
19,0.09916492693110647,0.26584,0.14768
20,0.10438413361169102,0.26584,0.14768
21,0.10960334029227557,0.26584,0.14768
22,0.11482254697286012,0.33968,0.07384
23,0.12004175365344467,0.33968,0.07384
24,0.12526096033402923,0.33968,0.07384
25,0.1304801670146138,0.33968,0.07384
26,0.13569937369519833,0.33968,0.07384
27,0.14091858037578286,0.33968,0.07384
28,0.14613778705636743,0.33968,0.07384
29,0.151356993736952,0.33968,0.07384
30,0.15657620041753653,0.33968,0.07384
31,0.16179540709812107,0.41352,0.14768
32,0.16701461377870563,0.41352,0.14768
33,0.1722338204592902,0.41352,0.14768
34,0.17745302713987474,0.41352,0.14768
35,0.18267223382045927,0.41352,0.14768
36,0.18789144050104384,0.48736,0.07384
37,0.1931106471816284,0.48736,0.07384
38,0.19832985386221294,0.48736,0.07384
39,0.20354906054279748,0.5611999999999999,0.14768
40,0.20876826722338204,0.5611999999999999,0.14768
41,0.2139874739039666,0.5611999999999999,0.14768
42,0.21920668058455114,0.5611999999999999,0.14768
43,0.22442588726513568,0.5611999999999999,0.14768
44,0.22964509394572025,0.6350399999999999,0.07384
45,0.2348643006263048,0.70888,0.14768
46,0.24008350730688935,0.70888,0.14768
47,0.24530271398747389,0.7827200000000001,0.22151999999999997
48,0.25052192066805845,0.85656,0.14768
49,0.255741127348643,0.9303999999999999,0.22151999999999997
50,0.2609603340292276,0.9303999999999999,0.22151999999999997
51,0.2661795407098121,1.00424,0.14768
52,0.27139874739039666,1.00424,0.14768
53,0.2766179540709812,1.00424,0.14768
54,0.28183716075156573,1.00424,0.14768
55,0.2870563674321503,1.00424,0.14768
56,0.29227557411273486,1.07808,0.22151999999999997
57,0.2974947807933194,1.15192,0.14768
58,0.302713987473904,1.15192,0.14768
59,0.3079331941544885,1.2995999999999999,0.14768
60,0.31315240083507306,1.37344,0.22151999999999997
61,0.31837160751565763,1.37344,0.22151999999999997
62,0.32359081419624214,1.37344,0.22151999999999997
63,0.3288100208768267,1.5211199999999998,0.22151999999999997
64,0.33402922755741127,1.5211199999999998,0.22151999999999997
65,0.33924843423799583,1.5211199999999998,0.22151999999999997
66,0.3444676409185804,1.59496,0.14768
67,0.3496868475991649,1.6687999999999998,0.22151999999999997
68,0.35490605427974947,1.8164799999999999,0.22151999999999997
69,0.36012526096033404,1.8164799999999999,0.22151999999999997
70,0.36534446764091855,1.9641599999999997,0.22151999999999997
71,0.3705636743215031,1.9641599999999997,0.22151999999999997
72,0.3757828810020877,2.11184,0.22151999999999997
73,0.38100208768267224,2.33336,0.29536
74,0.3862212943632568,2.48104,0.29536
75,0.3914405010438413,2.62872,0.29536
76,0.3966597077244259,2.7763999999999998,0.29536
77,0.40187891440501045,2.85024,0.3692
78,0.40709812108559496,2.99792,0.3692
79,0.4123173277661795,3.0717600000000003,0.29536
80,0.4175365344467641,3.2194399999999996,0.29536
81,0.42275574112734865,3.36712,0.29536
82,0.4279749478079332,3.5148,0.29536
83,0.4331941544885177,3.6624799999999995,0.29536
84,0.4384133611691023,3.8101599999999998,0.29536
85,0.44363256784968685,3.95784,0.29536
86,0.44885177453027136,4.03168,0.22151999999999997
87,0.45407098121085593,4.10552,0.29536
88,0.4592901878914405,4.2532000000000005,0.29536
89,0.46450939457202506,4.40088,0.29536
90,0.4697286012526096,4.548559999999999,0.29536
91,0.47494780793319413,4.77008,0.3692
92,0.4801670146137787,5.06544,0.3692
93,0.48538622129436326,5.28696,0.29536
94,0.49060542797494777,5.50848,0.3692
95,0.49582463465553234,5.80384,0.3692
96,0.5010438413361169,5.95152,0.3692
97,0.5062630480167014,6.0992,0.3692
98,0.511482254697286,6.32072,0.29536
99,0.5167014613778705,6.394559999999999,0.3692
100,0.5219206680584552,6.54224,0.3692
101,0.5271398747390397,6.8376,0.3692
102,0.5323590814196242,6.98528,0.3692
103,0.5375782881002088,7.132959999999999,0.3692
104,0.5427974947807933,7.428319999999999,0.3692
105,0.5480167014613778,7.576,0.3692
106,0.5532359081419624,7.79752,0.29536
107,0.558455114822547,8.01904,0.3692
108,0.5636743215031315,8.24056,0.44303999999999993
109,0.5688935281837161,8.46208,0.3692
110,0.5741127348643006,8.683599999999998,0.44303999999999993
111,0.5793319415448852,9.0528,0.51688
112,0.5845511482254697,9.34816,0.51688
113,0.5897703549060542,9.56968,0.59072
114,0.5949895615866388,9.7912,0.51688
115,0.6002087682672234,10.08656,0.51688
116,0.605427974947808,10.30808,0.59072
117,0.6106471816283925,10.603439999999999,0.59072
118,0.615866388308977,10.972639999999998,0.51688
119,0.6210855949895616,11.19416,0.44303999999999993
120,0.6263048016701461,11.41568,0.51688
121,0.6315240083507306,11.56336,0.51688
122,0.6367432150313153,11.85872,0.51688
123,0.6419624217118998,12.15408,0.51688
124,0.6471816283924843,12.44944,0.51688
125,0.6524008350730689,12.7448,0.51688
126,0.6576200417536534,12.96632,0.59072
127,0.662839248434238,13.26168,0.59072
128,0.6680584551148225,13.63088,0.51688
129,0.673277661795407,13.8524,0.59072
130,0.6784968684759917,14.147759999999998,0.59072
131,0.6837160751565762,14.443119999999999,0.59072
132,0.6889352818371608,14.73848,0.59072
133,0.6941544885177453,14.959999999999999,0.51688
134,0.6993736951983298,15.181519999999997,0.44303999999999993
135,0.7045929018789144,15.25536,0.51688
136,0.7098121085594989,15.55072,0.51688
137,0.7150313152400835,15.6984,0.51688
138,0.7202505219206681,15.99376,0.6645599999999999
139,0.7254697286012526,16.362959999999998,0.59072
140,0.7306889352818371,16.805999999999997,0.59072
141,0.7359081419624217,17.175199999999997,0.6645599999999999
142,0.7411273486430062,17.5444,0.59072
143,0.7463465553235908,17.83976,0.59072
144,0.7515657620041754,18.13512,0.59072
145,0.7567849686847599,18.43048,0.59072
146,0.7620041753653445,18.725839999999998,0.59072
147,0.767223382045929,19.021199999999997,0.59072
148,0.7724425887265136,19.168879999999998,0.59072
149,0.7776617954070981,19.3904,0.6645599999999999
150,0.7828810020876826,19.7596,0.7384
151,0.7881002087682673,20.20264,0.7384
152,0.7933194154488518,20.64568,0.7384
153,0.7985386221294363,21.014879999999998,0.6645599999999999
154,0.8037578288100209,21.16256,0.6645599999999999
155,0.8089770354906054,21.457919999999998,0.6645599999999999
156,0.8141962421711899,21.753279999999997,0.6645599999999999
157,0.8194154488517745,22.12248,0.7384
158,0.824634655532359,22.417839999999998,0.7384
159,0.8298538622129437,22.713199999999997,0.7384
160,0.8350730688935282,23.008559999999996,0.7384
161,0.8402922755741127,23.303919999999998,0.7384
162,0.8455114822546973,23.599279999999997,0.7384
163,0.8507306889352818,24.11616,0.81224
164,0.8559498956158664,24.48536,0.8860799999999999
165,0.8611691022964509,24.78072,0.8860799999999999
166,0.8663883089770354,25.002239999999997,0.81224
167,0.8716075156576201,25.2976,0.81224
168,0.8768267223382046,25.592959999999998,0.81224
169,0.8820459290187891,25.81448,0.7384
170,0.8872651356993737,25.888319999999997,0.81224
171,0.8924843423799582,26.10984,0.8860799999999999
172,0.8977035490605427,26.405199999999997,0.8860799999999999
173,0.9029227557411273,26.7744,0.95992
174,0.9081419624217119,27.1436,0.8860799999999999
175,0.9133611691022965,27.58664,0.8860799999999999
176,0.918580375782881,28.02968,1.03376
177,0.9237995824634655,28.546559999999996,0.95992
178,0.9290187891440501,28.84192,0.95992
179,0.9342379958246346,29.137279999999997,0.95992
180,0.9394572025052192,29.3588,0.8860799999999999
181,0.9446764091858038,29.43264,0.81224
182,0.9498956158663883,29.50648,0.8860799999999999
183,0.9551148225469729,29.3588,1.03376
184,0.9603340292275574,29.284959999999998,0.81224
185,0.9655532359081419,29.284959999999998,0.81224
186,0.9707724425887265,29.284959999999998,0.81224
187,0.975991649269311,29.3588,0.8860799999999999
188,0.9812108559498955,29.65416,0.8860799999999999
189,0.9864300626304802,29.801839999999995,0.8860799999999999
190,0.9916492693110647,30.31872,1.1076
191,0.9968684759916493,30.68792,0.8860799999999999
192,1.0020876826722338,30.983279999999997,0.8860799999999999
193,1.0073068893528183,31.13096,0.8860799999999999
194,1.0125260960334028,31.27864,0.8860799999999999
195,1.0177453027139876,31.13096,0.8860799999999999
196,1.022964509394572,31.13096,0.8860799999999999
197,1.0281837160751566,30.8356,1.03376
198,1.033402922755741,30.54024,0.8860799999999999
